url,snippet
https://www.nytimes.com/interactive/2018/smarter-living/sl-family-tech-guide.html,"If your kids spent too much of their summertime on screen time, here are ideas for (re)setting some limits and teaching them to use technology in a healthy, responsible way."
https://www.nytimes.com/2018/09/03/us/hurricane-harvey-houston.html,"Texas has made progress recuperating from Hurricane Harvey, but low-income and minority residents have had a much harder time."
https://www.nytimes.com/2018/09/03/nyregion/metropolitan-diary.html,"Parking tension on West 130th Street, really long nails on the subway and more reader tales from this week’s Metropolitan Diary. "
https://www.nytimes.com/2018/09/02/nyregion/suicide-school-overdose-deaths-ny-family-foundation.html,"Seven alumni died in 2016, then 13 more the next year. How could any school, even one for troubled youths, have so many of its students die so young?"
https://www.nytimes.com/2018/09/02/books/pale-horse-rider-william-cooper-mark-jacobson-interview.html,"In “Pale Horse Rider,” Mark Jacobson tells the story of Milton William Cooper and a distinctly American brand of fevered conjecture."
https://www.nytimes.com/2018/09/02/fashion/weddings/tiffany-pippins-griseliris-concepcion.html,The couple met in February 2017 on Match.com.
https://www.nytimes.com/2018/09/02/fashion/weddings/jillian-rodde-david-schraub.html,"The couple met at Carleton College in Northfield, Minn."
https://www.nytimes.com/2018/09/02/realestate/homes-that-sold-for-around-600000.html,Recent residential sales in New York City and the region.
https://www.nytimes.com/2018/09/01/opinion/sunday/the-real-housewives-of-the-conference-room.html,And other reality TV programming for the American office worker.
https://www.nytimes.com/2018/09/01/opinion/christianity-bible-journalism.html,I spent five years in Christian ministry. My faith has made me a better journalist. 
https://www.nytimes.com/2018/09/02/arts/television/whats-on-tv-sunday-college-football-and-chinatown.html,"Miami takes on Louisiana State in college football, and the neo-noir film “Chinatown” is streaming."
https://www.nytimes.com/2018/09/01/sports/tennis/us-open-marin-cilic.html,The 2014 U.S. Open champion says he has moved “into a position that I can hurt the best guys in the world.”
https://www.nytimes.com/2018/09/01/world/asia/asadullah-khalid-afghanistan-president.html,"Asadullah Khalid, who barely survived a Taliban hit, joins a growing field opposing President Ashraf Ghani. He counts Americans and warlords as benefactors."
https://www.nytimes.com/2018/09/03/us/hurricane-harvey-houston.html,"Texas has made progress recuperating from Hurricane Harvey, but low-income and minority residents have had a much harder time."
https://www.nytimes.com/2018/09/03/nyregion/metropolitan-diary.html,"Parking tension on West 130th Street, really long nails on the subway and more reader tales from this week’s Metropolitan Diary. "
https://www.nytimes.com/2018/09/02/sports/tennis/us-open-height.html,"The balance of power has shifted in the sport toward the tall, and smaller players must adapt: with better agility, footwork, technique and accuracy."
https://www.nytimes.com/2018/09/02/movies/crazy-rich-asians-tops-box-office-third-week.html,"The star-studded comedy led the North American box office, with “The Meg” again placing second."
https://www.nytimes.com/2018/09/03/world/europe/germany-migrant-murder.html,"After violent clashes in the city of Chemnitz, opponents accused the nationalist Alternative for Germany of undermining the country’s Constitution."
https://www.nytimes.com/2018/09/02/us/politics/kemp-georgia-abrams.html,"Brian Kemp won the Republican nomination for governor as a “politically incorrect conservative.” Ahead of a competitive general election, though, he has moderated that message."
https://www.nytimes.com/2018/09/01/style/lionel-richie-sheets-towels-jc-penney.html,"“I’m in the bedroom,” Mr. Richie said, referring to his many romantic songs. “At least use my sheets.”"
https://www.nytimes.com/2018/09/01/us/politics/kavanaugh-supreme-court-senate-hearing.html,"The elimination of the filibuster against judicial nominees has major implications for the integrity not only of the Senate, but also of the federal courts."
https://www.nytimes.com/2018/09/01/style/amah-ayivi-marche-noir.html,"Amah Ayivi, a designer and clothing dealer in Paris, has spun secondhand garments into a stylish business."
https://www.nytimes.com/2018/09/02/business/trump-legal-immigration-h1b-visas.html,"The government is making it harder to hire foreigners by denying visas, asking for more information and delaying approvals, corporate leaders say."
https://www.nytimes.com/2018/09/02/nyregion/suicide-school-overdose-deaths-ny-family-foundation.html,"Seven alumni died in 2016, then 13 more the next year. How could any school, even one for troubled youths, have so many of its students die so young?"
https://www.nytimes.com/2018/09/03/books/review/michael-kinch-between-hope-and-fear.html,Michael Kinch’s “Between Hope and Fear: A History of Vaccines and Human Immunity” recounts the brilliant insights and bitter rivalries behind the discoveries of lifesaving vaccines.
https://www.nytimes.com/2018/09/03/world/europe/mediterranean-migrants-deaths.html,"For every 18 migrants reaching Italy from North Africa, one drowned — even as unauthorized migration along the route has fallen to its lowest level since 2015."
https://www.nytimes.com/2018/09/03/us/politics/democrats-trump-impeachment.html,"With their confidence growing, House Democrats are preparing an onslaught of investigations that would put President Trump on defense and slow talk of impeachment."
https://www.nytimes.com/2018/09/03/theater/george-salazar-be-more-chill.html,How did an Off Broadway actor wrangle so many followers on Instagram? He hid in the bathroom. 
https://www.nytimes.com/2018/09/03/books/review-every-day-is-extra-john-kerry.html,"The five-term senator’s memoir covers his privileged upbringing, his service in Vietnam and his long life in politics."
https://www.nytimes.com/2018/09/03/universal/es/el-times-noticias-lunes.html,"Armas invisibles, padres deportados y blindaje a la corrupción: lo que está sucediendo en América Latina y el mundo."
https://www.nytimes.com/2018/09/03/briefing/vatican-russia-spain.html,Here’s what you need to know to start your day.
https://www.nytimes.com/2018/09/02/arts/television/tv-writers-diversity.html,"Shows are scrambling to hire more minorities, but the pipeline of experienced writers is thin, a problem of the industry’s own making."
https://www.nytimes.com/2018/09/02/dining/what-to-cook-this-week.html,"Grilled corn! Clam dip! Lean into the holiday, then gear up for the week with baked cod and vegetarian tortilla soup."
https://www.nytimes.com/2018/09/02/world/asia/taiwan-kinmen-island-china.html,"The island county of Kinmen, which was shelled by China for years, has been drawing close to its erstwhile enemy."
https://www.nytimes.com/2018/09/02/business/economy/trump-labor.html,"President Trump met a legal setback in moving to curb civil servants’ unions, but agencies may be able to achieve the same goals on their own."
https://www.nytimes.com/2018/09/03/sports/joao-sousa-us-open.html,"Sousa has already earned the attention of Portugal’s president, but his profile is set to grow even more after achieving his best performance at a major tournament."
